	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
16610	2822	B0002E2GMY	A27L5L6I7OSV5B	Musical Instruments	6	If you have a whammy bar and you bend a lot, rollers might be a little better, but for five bucks this is an easy upgrade (anyone can change them, all you need is a screwdriver), it was a no brainer for my Telecaster.	1.0	Warning	yes	before		44
16619	2825	B0002E2GMY	A2ZGEV4CTSCTIZ	Musical Instruments	3	You cant see it really well in the picture but there is a metal plug on the bottom next to the screw hole that needs a hole to fit into.	1.0	Other	yes	both		30
16620	2825	B0002E2GMY	A2ZGEV4CTSCTIZ	Musical Instruments	4	I sweat some bullets and used the smallest drill bit I own, and stuck a piece of tape 1mm from the tip so I wouldnt drill too deep.	1.0	Workaround	yes	after		27
16621	2825	B0002E2GMY	A2ZGEV4CTSCTIZ	Musical Instruments	5	It is important to make the hole STRAIGHT in line from the screw hole so they dont go on crooked.	1.0	Warning	yes	after		20
16629	2827	B0002E2GMY	A330W6L217G0U6	Musical Instruments	1	I had a hard time lineing them up to install .	1.0	Warning	yes	before		10
16642	2829	B0002E2GMY	A3D0PD45BHLXFX	Musical Instruments	5	They are cast and plated and have some rough edges to them.	1.0	Warning	no	before		12
16703	2846	B0002E2KPC	A1MVH1WLYDHZ49	Musical Instruments	1	I use this primarily when setting up guitar and measuring strings by locking down on 1st fret and taking measurements from there.	1.0	Alternative use	yes	both		21
16734	2852	B0002E2KPC	A29PEU8AQGFQ9X	Musical Instruments	4	The 4-star is just to alert that it may be a problem for people with not so strong hands, like kids,  as the spring is very tough.	1.0	Warning	yes	before		26
16769	2863	B0002E2KPC	A2WROWUBLQ9GZZ	Musical Instruments	5	Some of the rubber padding will eventually come off as glue wears off, but it does not affect the capo-abilities.	1.0	Usage	yes	both		19
16835	2881	B0002E2KPC	ALVO1A5UB8DG0	Musical Instruments	2	It also exerts a whole lot of pressure on the strings, which cant be good for them.	1.0	Warning	yes	before		17
16888	2895	B0002E2TTO	A1LQC225SE8UNI	Musical Instruments	6	Just a slight push-pull motion will allow the top to snap in place, then everything is as it should be.	1.0	Usage	yes	after		19
16902	2897	B0002E2TTO	A2N4QZ92NBKJZZ	Musical Instruments	2	I have nothing to say against the product or the company, only that this is NOT a GUITAR CASE!	1.0	Warning	no	before		19
16930	2905	B0002E2XCW	A15RRJL2HT44J4	Musical Instruments	5	I bought the abalone ones because they look cool...***UPDATE***I am still using these picks but they tend to break along the colored lines, and usually during a performance.	1.0	Warning	yes	before		30
17071	2935	B0002E2XCW	AM9EL9YBP070A	Musical Instruments	4	Might be hard to hold with sweaty fingers.	1.0	Warning	yes	before		8
17072	2935	B0002E2XCW	AM9EL9YBP070A	Musical Instruments	5	Celluloid is highly flammable, so be aware of that if you smoke (I dont).	1.0	Warning	yes	before		14
17151	2953	B0002E382Q	ACWH4WJMC5UFN	Musical Instruments	4	These are stiff, thick, and heavy.	1.0	Warning	yes	before		6
17160	2953	B0002E382Q	ACWH4WJMC5UFN	Musical Instruments	13	Lastly, these plugs are huge.	1.0	Size	yes	before		5
17164	2953	B0002E382Q	ACWH4WJMC5UFN	Musical Instruments	17	So yeah, if you like to move around on stage, get more flexible cables.	1.0	Warning	yes	before		14
17247	2969	B0002E38B2	A1MH0P8PE6AT4P	Musical Instruments	1	I would def recommend this to anyone but for electric only.	1.0	Usage	yes	before		11
17307	2980	B0002E3A8S	ASJAKT8DJIAC5	Musical Instruments	5	Worth the 6 bucks, just be aware you may have to improvise when it comes to attaching it to your stand!	1.0	Warning	yes	after		20
17309	2981	B0002E3B78	A15RCM1I2ATTXJ	Musical Instruments	2	It tends to be bass heavy, but a slight eq revisit more than compensates for that.	1.0	Workaround	yes	both		16
17320	2983	B0002E3B78	A1H4EBBOM66MQ0	Musical Instruments	4	Remember that it must be used with a preamp and hopefully something (most likely a tuner) with stomp on/off bypass so that you can turn it off more easily.	1.0	Usage	yes	before		28
17334	2986	B0002E3B78	A2YWZRHDA9KDS4	Musical Instruments	2	One should know that it has quite low gain and requires the use of a boost/preamp for the guitar sound to be heard.	1.0	Complementary product	yes	before		22
17346	2987	B0002E3B78	A34LQ791ACZ0JC	Musical Instruments	12	I turned that light off and the buzz went away.	1.0	Usage	no	both		10
17356	2988	B0002E3B78	A4XWMOFB1HY04	Musical Instruments	5	The drawbacks:1) You need to be pay attention when installing and removing - you can damage the sound hole on your guitar if youre not careful.2) No volume control.	1.0	Warning	yes	both		26
17367	2991	B0002E3CHC	A146H4KN4LFR60	Musical Instruments	7	Change the strings every couple of months.	1.0	Maintenance	yes	both		7
17416	2997	B0002E3CHC	A1RPTVW5VEOSI	Musical Instruments	10	They do sound just a bit less bright than the equivalent uncoated strings, but its not a huge difference, and after a month or two they still sound the same.	1.0	Warning	yes	before		30
17456	3001	B0002E3CHC	A22Z554ZQ8NFPC	Musical Instruments	6	I think the main benefit to coated strings is if you have guitars that you cant play regularly the strings wont corrode.	1.0	Usage	yes	both		22
17512	3009	B0002E3CHC	A30J7WQV0ZNRXG	Musical Instruments	15	As with ALL guitar strings, they should be wiped with a dry, lint-free cloth after each and every playing.	1.0	Maintenance	yes	both		18
17602	3021	B0002E3DGC	A14HVB7CVCYTIY	Musical Instruments	6	Just remember that this model is for standard type axes; Strats, Teles and such.	1.0	Size	yes	before		14
17611	3024	B0002E3DGC	A2RCV60MNI5VTV	Musical Instruments	5	After 1 flight from Florida to LAX and back (non-stop, minimal handling) the glue on the top section gave up.	1.0	Warning	no	before		18
17661	3033	B0002E3DLM	AODIJK065X72D	Musical Instruments	5	It can hold both acoustic and electric guitars.	1.0	Other	yes	both		8
17669	3035	B0002E3DNK	A27E9UEA5ZMTN5	Musical Instruments	3	Tighten the crap out of it with a wrench until you get it very snug and it wont budge.	1.0	Workaround	yes	after		19
17737	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	2	You must keep your mouth in the sweet spot at all times for best results.	1.0	Usage	no	both		15
17739	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	4	I found that a palms width from the tip of the mic works best.	1.0	Usage	yes	after		14
17741	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	6	Also if the mic is aimed too low on your face (like at the lower lip or chin) youll sound like you have a stuffy nose.	1.0	Usage	no	after		26
17745	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	10	Ive played around with the switches and in the end both set to flat was best.	1.0	Usage	no	after		16
17751	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	16	After using it for a few years, I learned that starting with a bad mix that is too bright or blaring and then adding in the SM7B on vocals causes the mic to appear dull and muffled, but really its the mix thats the problem.	1.0	Usage	no	after		44
17753	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	18	It rejects whats behind and to the side, but in front its pretty sensitive.	1.0	Usage	no	after		14
17761	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	26	It works fantastically on death metal growls and clean singing atop sparse/acoustic/clean backgrounds.	1.0	Usage	yes	after		12
17770	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	35	Even without the adapter, it has a convenient free rotating collar to screw it onto a mount/stand so that you can hold the mic in place while screwing it down.7) This mic needs 50 dB gain for loud singing, 55-60dB for quiet singing, 65-70dB for whispering.	1.0	Usage	no	both		41
17772	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	37	Some cheaper USB interfaces only go up to 35dB.	1.0	Usage	no	both		8
17780	3050	B0002E4Z8M	A1QDSJZQWJZOL1	Musical Instruments	45	EDIT 2014:  Forgot to say, when you listen to mic shoot-outs on the net, often times the tip of the SM7B will be positioned the same distance as the condenser.	1.0	Usage	no	after		27
17799	3051	B0002E4Z8M	A1TYYT15KT9TDQ	Musical Instruments	10	QUIET SINGERS (ACOUSTIC , FOLK ) = If you sing softly all of the time you really dont need one of these dynamic mics, and would be better off with the standard Large Condenser mics as listed above.	1.0	Usage	yes	before		35
17833	3053	B0002E4Z8M	A2KI91IR3RA7D0	Musical Instruments	22	The SM7B is a tool for skilled vocal talent, so if you are trying to make a novice sound good you might do better with an RE27N/D but for someone who actually knows how to really work a microphone over then the SM7B is only dynamic large diaphragm mic I know of that can deliver everything a real voice artist has to give.	1.0	Usage	yes	both		60
17847	3053	B0002E4Z8M	A2KI91IR3RA7D0	Musical Instruments	36	I think if you have some cheap USB interface then you will want to put another preamp in front of it and that will make it far more usable for recording whispers.	1.0	Usage	yes	after		32
17848	3053	B0002E4Z8M	A2KI91IR3RA7D0	Musical Instruments	37	Most real studio preamps are a good match for it.	1.0	Usage	yes	after		10
17929	3065	B0002E528E	A2BRXREMT5WZJ0	Musical Instruments	3	I dont have any long term usage to report but Ive seen reviews complaining the stool eventually loosens and will rotate which would be annoying if true.	1.0	Usage	yes	before		27
17966	3073	B0002E52RU	A3V1A3C9DTLPME	Musical Instruments	10	One further note.... you can run this through an adapter chain if you dont want to dedicate an outlet to this one pedal.... but, it is really cool that the power supply is included with the purchase.	1.0	Usage	yes	after		37
18016	3083	B0002E54ZU	A2INSN8Z69R0FK	Musical Instruments	5	But there is no counter-weight here so its best used at shallow angles.	1.0	Usage	yes	after		12
18017	3083	B0002E54ZU	A2INSN8Z69R0FK	Musical Instruments	6	If I was playing a thicker instrument like an acoustic guitar, or if on-stage energy has you moving a lot more, I would opt for a boom stand instead.	1.0	Usage	yes	after		28
18029	3085	B0002E54ZU	AMP0Z3DR4RCH7	Musical Instruments	6	The two pieces that move against each other have teeth, so once the angle is set and the knob tightened, it will not slip.	1.0	Usage	yes	both		24
18072	3093	B0002E7DHW	A2VNV04N3BXO03	Baby	4	After I used it for about a month, my pediatrician told me not to drive with it attached anyway.	1.0	Warning	yes	before		19
18075	3094	B0002E7DIQ	A2A8E3JBDEKGYE	Baby	2	If you are average or tall and need a pillow between your knees and calves, this probably wont work for you.	1.0	Warning	yes	before		21
18111	3096	B0002EVG0W	AFNG3NVOGWVE2	Tools & Home Improvement	12	The only issue is that you must drive it flush and square or will have a problem getting the screw in all the way.	1.0	Usage	yes	both		24
18159	3103	B0002F4VBM	A2EZWZ8MBEDOLN	Musical Instruments	6	If you dont have a TS type pedal this is a good, cheap choice.	1.0	Usage	yes	before		14
18163	3103	B0002F4VBM	A2EZWZ8MBEDOLN	Musical Instruments	10	If you dont have a TS type overdrive and are thinking about dropping a bunch of cash on a TS808, you may want to check this out first.	1.0	Usage	yes	before		27
18184	3108	B0002F4VBM	A3AZ44SMA0QNW7	Musical Instruments	3	If youre a metal or hard rock player, dont buy this.	1.0	Usage	no	before		11
18252	3115	B0002F519I	A18X6ZT4AEYVKB	Musical Instruments	3	perfect for recording loud drums.	1.0	Usage	yes	both		5
18253	3115	B0002F519I	A18X6ZT4AEYVKB	Musical Instruments	4	perfect for drowning out people	1.0	Usage	yes	both		5
18262	3119	B0002F519I	ALYZ6K2FC7VZC	Musical Instruments	2	Theyre also great for drum practice, as they block out the loudness of the drums so I can hear my metronome perfectly.	1.0	Usage	yes	both		22
18263	3119	B0002F519I	ALYZ6K2FC7VZC	Musical Instruments	3	Theyre also awesome for live recording use as a monitor.	1.0	Usage	yes	both		10
18269	3121	B0002F52EW	A1ESUYMIG3TZT0	Musical Instruments	2	Only issue is that due to the way different manufacturers configure plug polarity, it may or may not work properly with non-Yamaha keyboards...	1.0	Warning	yes	before		22
18280	3124	B0002F52EW	ATPP3IWN4S9PW	Musical Instruments	3	You just have to remember not to turn on the keyboard with your foot down otherwise it switches polarity and does the opposite of what you want it to.	1.0	Warning	yes	after		29
18306	3128	B0002F58TG	A1L7M2JXN4EZCR	Musical Instruments	14	So if youre a beginner or an intermediate player who just needs a nice instrument hanging around home for an occasional strum this is it.	1.0	Usage	yes	before		25
18317	3129	B0002F58TG	A1SCWHXAB2ZK7N	Musical Instruments	3	It is a slightly darker color than the picture, as others have mentioned.	1.0	Other	no	before		13
18343	3130	B0002F58TG	A1UMOYYM8HB2A1	Musical Instruments	4	The instrument came relatively well set up right out of the box; the action didnt seem inordinately high, but I couldnt resist taking a little off the bottom of the compensated saddle even so, and now the guitar plays even better.	1.0	Usage	yes	after		41
18353	3131	B0002F58TG	A2FGSRTR4XFHMC	Musical Instruments	8	Note: the package does not include a gig back or case, So I bought this one here, that fits the guitar perfectly:Musicians Gear Deluxe Dreadnought Case Black (Black)	1.0	Complementary product	yes	before		29
18408	3140	B0002F6RSM	A2NYK9KWFMJV4Y	Musical Instruments	3	First the issues: while the covering appears to be stitched on, it is - for the most part - glued on, and if the case is left in a hot, unventilated space like a car for prolonged periods the covering will start to life at the edges.	1.0	Usage	yes	both		45
18413	3140	B0002F6RSM	A2NYK9KWFMJV4Y	Musical Instruments	8	This is not a show stopper if you use the case for home storage and occasional gigs, but if you have a heavy road schedule, and especially of you are not personally loading and unloading the bands gear, this case will not afford you the protection of an ATA-style case.	1.0	Warning	yes	before		49
18436	3145	B0002F73YY	A32BCTL0HLOXRV	Musical Instruments	2	The black handle is a quick release to be used with a drum stick while playing.	1.0	Usage	yes	both		16
18439	3145	B0002F73YY	A32BCTL0HLOXRV	Musical Instruments	5	If the latch is to high, it will not grab the hi hat and bring it back up.	1.0	Warning	no	both		18
18445	3146	B0002F73YY	A3SMT15X2QVUR8	Musical Instruments	3	Be aware that this clutch has only two positions - open and fully closed.	1.0	Warning	yes	before		13
